"gene","gene_name","logFC","logCPM","F","PValue","FDR","description","entrezgene_id"
"103813113","FZD1",1.034135668027015,-1.2368303999473005,39.42817371272237,8.497606186966062e-9,4.6676530212495015e-5,"frizzled class receptor 1","103813113"
"103827276","LOC103827276",-1.1888220872213497,2.9488167105744547,39.41039321472425,8.553514790634966e-9,4.6676530212495015e-5,"mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51-like","103827276"
"127060226","LOC127060226",-0.6012210869131508,5.631683598232319,30.709407339995625,2.3711996502948696e-7,8.626424327772736e-4,"uncharacterized LOC127060226","127060226"
"103819231","PAK5",0.6657519223123571,0.7411800566509805,29.78319285883473,3.425373906136392e-7,9.346132702893146e-4,"p21 (RAC1) activated kinase 5","103819231"
"103813962","BLOC1S2",-0.5219235696672493,2.2297860118223127,28.72573733477126,5.231672033359812e-7,0.0011419693714417797,"biogenesis of lysosomal organelles complex 1 subunit 2","103813962"
"103825600","SLC39A1",0.5016779430339892,1.4706432727535304,28.023232283550755,6.946573665770105e-7,0.0012635817498035822,"solute carrier family 39 member 1","103825600"
"103814662","SLC11A1",0.36776520728297546,3.3488138705717803,27.48961070545255,8.625993149473598e-7,0.0013449155604764978,"solute carrier family 11 member 1","103814662"
"127061143","LOC127061143",0.9926327180747466,-1.4017813410131974,26.194001423970263,1.4655370351934384e-6,0.0019993589002626484,"cathepsin S-like","127061143"
"103820796","ATAD3A",-0.4094310095591542,3.554875107096805,24.280076392668725,3.243631883784852e-6,0.003933444264403098,"ATPase family AAA domain containing 3A","103820796"
"103823213","SCAMP2",0.13956373763059848,5.982391955228992,22.530237095900898,6.790952054446644e-6,0.0074116450722230675,"secretory carrier membrane protein 2","103823213"
"103814579","FN1",0.7150960931319468,6.90212280993842,21.836680335911826,9.133141402517617e-6,0.00906173684246157,"fibronectin 1","103814579"
"103820377","IRAK4",-0.537143618868638,3.9773623568716028,20.968499784994975,1.327247041075285e-5,0.010623076569517487,"interleukin 1 receptor associated kinase 4","103820377"
"103824732","LOC103824732",-0.38468669843809333,10.402447127534378,20.817691960295875,1.4167487750042322e-5,0.010623076569517487,"ubiquitin-associated protein 2-like","103824732"
"103819042","ST6GALNAC6",0.3435259778866943,2.0834572586037456,20.453959564878584,1.658920310467714e-5,0.010623076569517487,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","103819042"
"103820350","KSR1",0.26910186101297473,4.251288788462618,20.41872879873144,1.6845228590909048e-5,0.010623076569517487,"kinase suppressor of ras 1","103820350"
"127060478","LOC127060478",-0.4798403852719986,4.730696353122897,20.366368796237605,1.7233226259529395e-5,0.010623076569517487,"uncharacterized LOC127060478","127060478"
"103812840","RPA3",-0.27794332166713814,3.380005319588417,20.319657273491536,1.758708358480675e-5,0.010623076569517487,"replication protein A3","103812840"
"103813241","NOL12",-0.27127440610356557,7.050915955360775,20.312182920557916,1.7644390883574856e-5,0.010623076569517487,"nucleolar protein 12","103813241"
"103822527","RNF150",0.5018766734182555,-0.052655088168166025,20.069429153614287,1.9613349087698168e-5,0.010623076569517487,"ring finger protein 150","103822527"
"108963022","LOC108963022",0.5262292265767352,-0.09091498728412253,20.043061069106212,1.9840343936295076e-5,0.010623076569517487,"heat shock protein 30C-like","108963022"
"103819159","ST6GALNAC4",0.2380788549553295,3.356183502988578,19.93056741105901,2.0839381218518993e-5,0.010623076569517487,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4","103819159"
"127060974","LOC127060974",-0.2953190307243488,9.53973519659771,19.868384424944036,2.1413568309454346e-5,0.010623076569517487,"Friend virus susceptibility protein 1-like","127060974"
"115484288","LOC115484288",0.5234730115799345,1.2736936795853966,19.681185937344978,2.3241843910771685e-5,0.011028760193137485,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like","115484288"
